hd,jcd,rno,waku,toban,grade,localWin,motor2
20260428,13,3,5,3304,A2,5.15,0.00
20260428,13,3,6,4422,B1,4.74,0.00
20260428,13,4,1,3757,B1,5.09,0.00
20260428,13,4,2,3635,B1,5.37,0.00
20260428,13,4,3,4512,A1,7.16,0.00
20260428,13,4,4,5347,B2,1.36,0.00
20260428,13,4,5,3333,A2,5.11,40.00
20260428,13,4,6,4918,B1,5.41,54.55
20260428,13,5,1,4389,B1,5.43,20.00
20260428,13,5,2,4339,B1,4.29,12.50
20260428,13,5,3,5188,A2,4.91,36.36
20260428,13,5,4,4248,B1,4.56,0.00
20260428,13,5,5,5015,A1,6.89,10.00
20260428,13,5,6,5131,B1,3.67,30.00
20260428,13,6,1,4610,A2,6.68,0.00
20260428,13,6,2,5013,B1,6.10,0.00
20260428,13,6,3,3605,B1,4.44,0.00
20260428,13,6,4,5066,A2,6.13,25.00
20260428,13,6,5,5378,B2,2.11,12.50
20260428,13,6,6,3284,B1,4.39,70.00
20260428,13,7,1,5004,B1,6.33,10.00
20260428,13,7,2,3304,A2,5.15,0.00
20260428,13,7,3,4692,B1,1.86,54.55
20260428,13,7,4,5264,B1,3.90,30.00
20260428,13,7,5,4992,B1,4.77,40.00
20260428,13,7,6,4514,A1,6.43,0.00
20260428,13,8,1,4488,A1,6.95,0.00
20260428,13,8,2,3539,B1,4.33,40.00
20260428,13,8,3,3333,A2,5.11,40.00
20260428,13,8,4,3800,B1,5.24,0.00
20260428,13,8,5,4123,A1,7.42,25.00
20260428,13,8,6,4917,B1,4.83,0.00
20260428,13,9,1,5015,A1,6.89,10.00
20260428,13,9,2,4150,B1,7.11,36.36
20260428,13,9,3,5143,B1,3.63,0.00
20260428,13,9,4,3828,B1,5.38,11.11
20260428,13,9,5,4299,B1,4.44,0.00
20260428,13,9,6,5297,B1,1.93,63.64
20260428,13,10,1,4512,A1,7.16,0.00
20260428,13,10,2,4610,A2,6.68,0.00
20260428,13,10,3,4339,B1,4.29,12.50
20260428,13,10,4,4896,B1,6.00,11.11
20260428,13,10,5,5435,B2,0.00,0.00
20260428,13,10,6,3627,A2,4.00,77.78
20260428,13,11,1,4028,A1,5.33,30.00
20260428,13,11,2,4497,A1,7.44,54.55
20260428,13,11,3,4241,A2,3.00,0.00
20260428,13,11,4,4439,B1,3.13,0.00
20260428,13,11,5,3635,B1,5.37,0.00
20260428,13,11,6,5066,A2,6.13,25.00
20260428,13,12,1,4502,A1,6.36,0.00
20260428,13,12,2,5264,B1,3.90,30.00
20260428,13,12,3,4123,A1,7.42,25.00
20260428,13,12,4,5188,A2,4.91,36.36
20260428,13,12,5,5013,B1,6.10,0.00
20260428,13,12,6,5347,B2,1.36,0.00
20260429,12,1,1,4060,B1,4.74,14.29
20260429,12,1,2,5300,B1,1.67,21.74
20260429,12,1,3,4901,B2,0.00,20.00
20260429,12,1,4,3614,B1,4.89,40.00
20260429,12,1,5,3631,B1,4.39,50.00
20260429,12,1,6,5440,B2,1.11,20.83
20260429,12,2,1,4360,B1,4.84,50.00
20260429,12,2,2,5003,B1,3.20,0.00
20260429,12,2,3,4010,B1,5.17,6.25
20260429,12,2,4,4747,B1,3.58,66.67
20260429,12,2,5,4565,B1,4.13,36.84
20260429,12,2,6,3717,B1,4.86,25.00
20260429,12,3,1,4965,B1,2.00,37.50
20260429,12,3,2,3929,B1,2.50,47.06
20260429,12,3,3,4672,B1,4.20,36.36
20260429,12,3,4,5352,B1,0.00,25.00
20260429,12,3,5,4675,B1,5.56,25.00
20260429,12,3,6,4105,B1,5.40,8.70
20260429,12,4,1,3643,B1,6.00,40.00
20260429,12,4,2,5020,B1,4.06,62.50
20260429,12,4,3,3843,B1,4.84,68.75
20260429,12,4,4,3975,B1,6.18,56.25
20260429,12,4,5,4052,A2,6.04,33.33
20260429,12,4,6,3286,B1,5.21,19.23
20260429,12,5,1,4067,A1,6.10,50.00
20260429,12,5,2,3614,B1,4.89,40.00
20260429,12,5,3,4883,B1,6.60,15.79
20260429,12,5,4,5023,B1,0.00,33.33
20260429,12,5,5,4764,B1,6.60,20.00
20260429,12,5,6,4199,A2,6.19,22.22
20260429,12,6,1,3339,B1,3.77,20.00
20260429,12,6,2,4747,B1,3.58,66.67
20260429,12,6,3,4816,A2,6.26,35.29
20260429,12,6,4,4360,B1,4.84,50.00
20260429,12,6,5,3752,B1,4.24,12.50
20260429,12,6,6,4560,A2,5.62,33.33
20260429,12,7,1,4010,B1,5.17,6.25
20260429,12,7,2,4565,B1,4.13,36.84
20260429,12,7,3,4068,B1,4.14,55.56
20260429,12,7,4,4593,A2,5.79,22.22
20260429,12,7,5,5300,B1,1.67,21.74
20260429,12,7,6,4345,A2,6.23,76.47
20260429,12,8,1,3843,B1,4.84,68.75
20260429,12,8,2,4278,A1,6.73,18.75
20260429,12,8,3,4308,A1,7.32,33.33
20260429,12,8,4,3643,B1,6.00,40.00
20260429,12,8,5,3929,B1,2.50,47.06
20260429,12,8,6,4060,B1,4.74,14.29
20260429,12,9,1,4764,B1,6.60,20.00
20260429,12,9,2,4901,B2,0.00,20.00
20260429,12,9,3,4965,B1,2.00,37.50
20260429,12,9,4,5003,B1,3.20,0.00
20260429,12,9,5,4447,A1,6.21,12.50
20260429,12,9,6,5440,B2,1.11,20.83
20260429,12,10,1,4675,B1,5.56,25.00
20260429,12,10,2,4052,A2,6.04,33.33
20260429,12,10,3,5352,B1,0.00,25.00
20260429,12,10,4,4816,A2,6.26,35.29
20260429,12,10,5,4067,A1,6.10,50.00
20260429,12,10,6,5023,B1,0.00,33.33
20260429,12,11,1,4593,A2,5.79,22.22
20260429,12,11,2,4068,B1,4.14,55.56
20260429,12,11,3,3752,B1,4.24,12.50
20260429,12,11,4,4199,A2,6.19,22.22
20260429,12,11,5,5020,B1,4.06,62.50
20260429,12,11,6,4883,B1,6.60,15.79
20260429,12,12,1,4331,A2,4.86,22.22
20260429,12,12,2,5129,A2,0.00,56.25
20260429,12,12,3,5197,A2,7.40,38.89
20260429,12,12,4,4375,A2,5.39,33.33
20260429,12,12,5,3872,B1,7.56,27.27
20260429,12,12,6,4797,A2,5.80,28.57
20260429,13,1,1,4918,B1,5.41,54.55
20260429,13,1,2,4661,B1,0.00,0.00
20260429,13,1,3,5066,A2,6.13,25.00
20260429,13,1,4,3539,B1,4.33,40.00
20260429,13,1,5,4299,B1,4.44,0.00
20260429,13,1,6,5347,B2,1.36,0.00
20260429,13,2,1,4439,B1,3.13,0.00
20260429,13,2,2,3800,B1,5.24,0.00
20260429,13,2,3,5004,B1,6.33,10.00
20260429,13,2,4,4028,A1,5.33,30.00
20260429,13,2,5,5264,B1,3.90,30.00
20260429,13,2,6,5378,B2,2.11,12.50
20260429,13,3,1,4241,A2,3.00,0.00
20260429,13,3,2,3284,B1,4.39,70.00
20260429,13,3,3,4992,B1,4.77,40.00
20260429,13,3,4,5013,B1,6.10,0.00
20260429,13,3,5,4248,B1,4.56,0.00
20260429,13,3,6,4512,A1,7.16,0.00
20260429,13,4,1,5188,A2,4.91,36.36
20260429,13,4,2,4514,A1,6.43,0.00
20260429,13,4,3,3757,B1,5.09,0.00
20260429,13,4,4,5131,B1,3.67,30.00
20260429,13,4,5,4896,B1,6.00,11.11
20260429,13,4,6,5435,B2,0.00,0.00
20260429,13,5,1,3627,A2,4.00,77.78
20260429,13,5,2,3539,B1,4.33,40.00
20260429,13,5,3,4502,A1,6.36,0.00
20260429,13,5,4,4150,B1,7.11,36.36
20260429,13,5,5,3605,B1,4.44,0.00
20260429,13,5,6,4692,B1,1.86,54.55
20260429,13,6,1,3304,A2,5.15,0.00
20260429,13,6,2,5297,B1,1.93,63.64
20260429,13,6,3,4299,B1,4.44,0.00
20260429,13,6,4,4488,A1,6.95,0.00
20260429,13,6,5,4389,B1,5.43,20.00
20260429,13,6,6,3635,B1,5.37,0.00
20260429,13,7,1,4497,A1,7.44,54.55
20260429,13,7,2,5264,B1,3.90,30.00
20260429,13,7,3,4248,B1,4.56,0.00
20260429,13,7,4,4422,B1,4.74,0.00
20260429,13,7,5,4661,B1,0.00,0.00
20260429,13,7,6,5015,A1,6.89,10.00
20260429,13,8,1,3333,A2,5.11,40.00
20260429,13,8,2,5013,B1,6.10,0.00
20260429,13,8,3,5131,B1,3.67,30.00
20260429,13,8,4,4339,B1,4.29,12.50
20260429,13,8,5,4917,B1,4.83,0.00
20260429,13,8,6,5143,B1,3.63,0.00
20260429,13,9,1,3800,B1,5.24,0.00
20260429,13,9,2,4123,A1,7.42,25.00
20260429,13,9,3,4896,B1,6.00,11.11
20260429,13,9,4,4918,B1,5.41,54.55
20260429,13,9,5,4610,A2,6.68,0.00
20260429,13,9,6,4992,B1,4.77,40.00
20260429,13,10,1,5066,A2,6.13,25.00
20260429,13,10,2,4488,A1,6.95,0.00
20260429,13,10,3,4150,B1,7.11,36.36
20260429,13,10,4,4241,A2,3.00,0.00
20260429,13,10,5,3757,B1,5.09,0.00
20260429,13,10,6,4439,B1,3.13,0.00
20260429,13,11,1,4512,A1,7.16,0.00
20260429,13,11,2,4497,A1,7.44,54.55
20260429,13,11,3,3627,A2,4.00,77.78
20260429,13,11,4,5004,B1,6.33,10.00
20260429,13,11,5,5188,A2,4.91,36.36
20260429,13,11,6,3304,A2,5.15,0.00
20260429,13,12,1,5015,A1,6.89,10.00
20260429,13,12,2,3333,A2,5.11,40.00
20260429,13,12,3,4028,A1,5.33,30.00
20260429,13,12,4,4502,A1,6.36,0.00
20260429,13,12,5,3284,B1,4.39,70.00
20260429,13,12,6,4514,A1,6.43,0.00
20260429,22,1,1,4885,B2,6.72,38.30
20260429,22,1,2,5308,B1,2.36,43.24
20260429,22,1,3,5276,B1,4.42,26.09
20260429,22,1,4,3747,B1,4.77,30.51
20260429,22,1,5,5244,B1,3.42,40.00
20260429,22,1,6,5382,B1,3.08,36.84
20260429,22,2,1,4899,B1,4.94,54.00
20260429,22,2,2,5351,B1,2.64,46.00
20260429,22,2,3,5198,B1,4.73,36.96
20260429,22,2,4,4932,A1,7.22,47.37
20260429,22,2,5,5284,B2,2.07,38.46
20260429,22,2,6,5392,B2,1.38,45.83
20260429,22,3,1,5258,B1,4.03,35.71
20260429,22,3,2,5268,B1,2.50,40.82
20260429,22,3,3,4848,A1,7.50,55.56
20260429,22,3,4,5144,B1,4.42,28.26
20260429,22,3,5,4684,A2,5.87,21.43
20260429,22,3,6,5409,B2,1.32,30.56
20260429,22,4,1,5338,B1,2.14,57.50
20260429,22,4,2,5212,B1,4.43,45.95
20260429,22,4,3,5081,A2,5.81,39.58
20260429,22,4,4,4023,B1,5.18,31.43
20260429,22,4,5,4957,B1,4.99,31.11
20260429,22,4,6,4679,A1,5.63,30.91
20260429,22,5,1,5274,B1,4.47,42.31
20260429,22,5,2,4079,A2,6.64,20.45
20260429,22,5,3,4487,B1,4.70,29.82
20260429,22,5,4,4234,B1,5.04,36.59
20260429,22,5,5,5382,B1,3.08,36.84
20260429,22,5,6,4256,A1,7.25,36.17
20260429,22,6,1,4555,A2,4.84,34.21
20260429,22,6,2,4773,A2,5.85,37.50
20260429,22,6,3,4958,A2,5.03,26.67
20260429,22,6,4,5276,B1,4.42,26.09
20260429,22,6,5,5351,B1,2.64,46.00
20260429,22,6,6,5438,B2,1.06,44.90
20260429,22,7,1,5018,A1,6.03,35.09
20260429,22,7,2,4122,A2,5.58,44.44
20260429,22,7,3,5144,B1,4.42,28.26
20260429,22,7,4,4899,B1,4.94,54.00
20260429,22,7,5,5308,B1,2.36,43.24
20260429,22,7,6,4640,A2,6.09,38.30
20260429,22,8,1,4236,A1,7.27,9.38
20260429,22,8,2,5286,B1,3.62,29.79
20260429,22,8,3,3747,B1,4.77,30.51
20260429,22,8,4,5192,A2,4.11,16.22
20260429,22,8,5,4892,B1,5.36,35.00
20260429,22,8,6,5081,A2,5.81,39.58
20260429,22,9,1,4424,A2,6.46,30.00
20260429,22,9,2,5277,B1,3.40,17.78
20260429,22,9,3,4588,A2,4.91,30.77
20260429,22,9,4,4256,A1,7.25,36.17
20260429,22,9,5,5258,B1,4.03,35.71
20260429,22,9,6,5212,B1,4.43,45.95
20260429,22,10,1,5092,A2,6.06,55.10
20260429,22,10,2,4684,A2,5.87,21.43
20260429,22,10,3,4957,B1,4.99,31.11
20260429,22,10,4,5274,B1,4.47,42.31
20260429,22,10,5,4773,A2,5.85,37.50
20260429,22,10,6,4932,A1,7.22,47.37
20260429,22,11,1,5158,A2,4.93,43.75
20260429,22,11,2,4363,A2,5.40,38.78
20260429,22,11,3,4555,A2,4.84,34.21
20260429,22,11,4,4885,B2,6.72,38.30
20260429,22,11,5,4522,A1,6.22,41.86
20260429,22,11,6,4122,A2,5.58,44.44
20260429,22,12,1,4848,A1,7.50,55.56
20260429,22,12,2,4236,A1,7.27,9.38
20260429,22,12,3,5018,A1,6.03,35.09
20260429,22,12,4,4679,A1,5.63,30.91
20260429,22,12,5,4079,A2,6.64,20.45
20260429,22,12,6,4958,A2,5.03,26.67
20260430,13,1,1,4248,B1,4.56,0.00
20260430,13,1,2,4896,B1,6.00,11.11
20260430,13,1,3,3304,A2,5.15,0.00
20260430,13,1,4,4389,B1,5.43,20.00
20260430,13,1,5,4692,B1,1.86,54.55
20260430,13,1,6,5347,B2,1.36,0.00
20260430,13,2,1,3757,B1,5.09,0.00
20260430,13,2,2,4299,B1,4.44,0.00
20260430,13,2,3,4918,B1,5.41,54.55
20260430,13,2,4,4917,B1,4.83,0.00
20260430,13,2,5,4241,A2,3.00,0.00
20260430,13,2,6,5013,B1,6.10,0.00
20260430,13,3,1,3284,B1,4.39,70.00
20260430,13,3,2,4992,B1,4.77,40.00
20260430,13,3,3,4439,B1,3.13,0.00
20260430,13,3,4,4123,A1,7.42,25.00
20260430,13,3,5,4339,B1,4.29,12.50
20260430,13,3,6,5264,B1,3.90,30.00
20260430,13,4,1,5004,B1,6.33,10.00
20260430,13,4,2,5131,B1,3.67,30.00
20260430,13,4,3,5297,B1,1.93,63.64
20260430,13,4,4,3627,A2,4.00,77.78
20260430,13,4,5,3539,B1,4.33,40.00
20260430,13,4,6,3635,B1,5.37,0.00
20260430,13,5,1,3333,A2,5.11,40.00
20260430,13,5,2,4389,B1,5.43,20.00
20260430,13,5,3,3800,B1,5.24,0.00
20260430,13,5,4,4661,B1,0.00,0.00
20260430,13,5,5,4488,A1,6.95,0.00
20260430,13,5,6,5435,B2,0.00,0.00
20260430,13,6,1,4514,A1,6.43,0.00
20260430,13,6,2,5143,B1,3.63,0.00
20260430,13,6,3,4692,B1,1.86,54.55
20260430,13,6,4,5188,A2,4.91,36.36
20260430,13,6,5,4918,B1,5.41,54.55
20260430,13,6,6,5378,B2,2.11,12.50
20260430,13,7,1,4028,A1,5.33,30.00
20260430,13,7,2,4339,B1,4.29,12.50
20260430,13,7,3,4422,B1,4.74,0.00
20260430,13,7,4,3605,B1,4.44,0.00
20260430,13,7,5,4299,B1,4.44,0.00
20260430,13,7,6,4610,A2,6.68,0.00
20260430,13,8,1,5264,B1,3.90,30.00
20260430,13,8,2,3539,B1,4.33,40.00
20260430,13,8,3,4917,B1,4.83,0.00
20260430,13,8,4,4896,B1,6.00,11.11
20260430,13,8,5,4992,B1,4.77,40.00
20260430,13,8,6,4248,B1,4.56,0.00
20260430,13,9,1,4123,A1,7.42,25.00
20260430,13,9,2,4661,B1,0.00,0.00
20260430,13,9,3,5013,B1,6.10,0.00
20260430,13,9,4,5131,B1,3.67,30.00
20260430,13,9,5,5297,B1,1.93,63.64
20260430,13,9,6,3800,B1,5.24,0.00
20260430,13,10,1,3627,A2,4.00,77.78
20260430,13,10,2,3284,B1,4.39,70.00
20260430,13,10,3,4241,A2,3.00,0.00
20260430,13,10,4,3333,A2,5.11,40.00
20260430,13,10,5,4514,A1,6.43,0.00
20260430,13,10,6,3304,A2,5.15,0.00
20260430,13,11,1,4488,A1,6.95,0.00
20260430,13,11,2,4028,A1,5.33,30.00
20260430,13,11,3,5004,B1,6.33,10.00
20260430,13,11,4,3757,B1,5.09,0.00
20260430,13,11,5,5188,A2,4.91,36.36
20260430,13,11,6,4439,B1,3.13,0.00
20260430,13,12,1,5066,A2,6.13,25.00
20260430,13,12,2,4512,A1,7.16,0.00
20260430,13,12,3,5015,A1,6.89,10.00
20260430,13,12,4,4497,A1,7.44,54.55
20260430,13,12,5,4150,B1,7.11,36.36
20260430,13,12,6,4502,A1,6.36,0.00
20260430,22,1,1,4487,B1,4.70,29.82
20260430,22,1,2,4023,B1,5.18,31.43
20260430,22,1,3,4885,B2,6.72,38.30
20260430,22,1,4,5392,B2,1.38,45.83
20260430,22,1,5,5286,B1,3.62,29.79
20260430,22,1,6,5268,B1,2.50,40.82
20260430,22,2,1,5144,B1,4.42,28.26
20260430,22,2,2,5274,B1,4.47,42.31
20260430,22,2,3,5284,B2,2.07,38.46
20260430,22,2,4,5244,B1,3.42,40.00
20260430,22,2,5,5338,B1,2.14,57.50
20260430,22,2,6,5351,B1,2.64,46.00
20260430,22,3,1,4892,B1,5.36,35.00
20260430,22,3,2,4522,A1,6.22,41.86
20260430,22,3,3,5277,B1,3.40,17.78
20260430,22,3,4,5382,B1,3.08,36.84
20260430,22,3,5,4958,A2,5.03,26.67
20260430,22,3,6,4899,B1,4.94,54.00
20260430,22,4,1,5276,B1,4.42,26.09
20260430,22,4,2,4234,B1,5.04,36.59
20260430,22,4,3,4424,A2,6.46,30.00
20260430,22,4,4,5198,B1,4.73,36.96
20260430,22,4,5,5409,B2,1.32,30.56
20260430,22,4,6,5018,A1,6.03,35.09
20260430,22,5,1,3747,B1,4.77,30.51
20260430,22,5,2,4640,A2,6.09,38.30
20260430,22,5,3,5258,B1,4.03,35.71
20260430,22,5,4,5092,A2,6.06,55.10
20260430,22,5,5,4487,B1,4.70,29.82
20260430,22,5,6,4363,A2,5.40,38.78
20260430,22,6,1,4588,A2,4.91,30.77
20260430,22,6,2,4957,B1,4.99,31.11
20260430,22,6,3,5158,A2,4.93,43.75
20260430,22,6,4,5286,B1,3.62,29.79
20260430,22,6,5,5438,B2,1.06,44.90
20260430,22,6,6,4848,A1,7.50,55.56
20260430,22,7,1,4122,A2,5.58,44.44
20260430,22,7,2,5244,B1,3.42,40.00
20260430,22,7,3,4932,A1,7.22,47.37
20260430,22,7,4,5268,B1,2.50,40.82
20260430,22,7,5,5192,A2,4.11,16.22
20260430,22,7,6,5277,B1,3.40,17.78
20260430,22,8,1,4256,A1,7.25,36.17
20260430,22,8,2,5338,B1,2.14,57.50
20260430,22,8,3,4773,A2,5.85,37.50
20260430,22,8,4,4892,B1,5.36,35.00
20260430,22,8,5,5392,B2,1.38,45.83
20260430,22,8,6,4555,A2,4.84,34.21
20260430,22,9,1,4958,A2,5.03,26.67
20260430,22,9,2,5284,B2,2.07,38.46
20260430,22,9,3,4234,B1,5.04,36.59
20260430,22,9,4,4640,A2,6.09,38.30
20260430,22,9,5,4023,B1,5.18,31.43
20260430,22,9,6,4236,A1,7.27,9.38
20260430,22,10,1,4079,A2,6.64,20.45
20260430,22,10,2,5081,A2,5.81,39.58
20260430,22,10,3,4363,A2,5.40,38.78
20260430,22,10,4,5308,B1,2.36,43.24
20260430,22,10,5,4848,A1,7.50,55.56
20260430,22,10,6,5198,B1,4.73,36.96
20260430,22,11,1,4679,A1,5.63,30.91
20260430,22,11,2,5192,A2,4.11,16.22
20260430,22,11,3,5212,B1,4.43,45.95
20260430,22,11,4,5018,A1,6.03,35.09
20260430,22,11,5,4588,A2,4.91,30.77
20260430,22,11,6,4684,A2,5.87,21.43
20260430,22,12,1,4932,A1,7.22,47.37
20260430,22,12,2,4256,A1,7.25,36.17
20260430,22,12,3,4522,A1,6.22,41.86
20260430,22,12,4,4424,A2,6.46,30.00
20260430,22,12,5,5092,A2,6.06,55.10
20260430,22,12,6,5158,A2,4.93,43.75
20260501,22,1,1,5308,B1,2.36,43.24
20260501,22,1,2,5258,B1,4.03,35.71
20260501,22,1,3,5351,B1,2.64,46.00
20260501,22,1,4,5409,B2,1.32,30.56
20260501,22,1,5,5438,B2,1.06,44.90
20260501,22,1,6,4487,B1,4.70,29.82
20260501,22,2,1,5284,B2,2.07,38.46
20260501,22,2,2,4892,B1,5.36,35.00
20260501,22,2,3,5286,B1,3.62,29.79
20260501,22,2,4,4122,A2,5.58,44.44
20260501,22,2,5,5382,B1,3.08,36.84
20260501,22,2,6,5144,B1,4.42,28.26
20260501,22,3,1,4234,B1,5.04,36.59
20260501,22,3,2,3747,B1,4.77,30.51
20260501,22,3,3,5274,B1,4.47,42.31
20260501,22,3,4,5081,A2,5.81,39.58
20260501,22,3,5,5277,B1,3.40,17.78
20260501,22,3,6,5276,B1,4.42,26.09
20260501,22,4,1,5268,B1,2.50,40.82
20260501,22,4,2,4555,A2,4.84,34.21
20260501,22,4,3,4899,B1,4.94,54.00
20260501,22,4,4,5158,A2,4.93,43.75
20260501,22,4,5,5212,B1,4.43,45.95
20260501,22,4,6,4885,B2,6.72,38.30
20260501,22,5,1,5244,B1,3.42,40.00
20260501,22,5,2,4679,A1,5.63,30.91
20260501,22,5,3,5308,B1,2.36,43.24
20260501,22,5,4,4522,A1,6.22,41.86
20260501,22,5,5,5392,B2,1.38,45.83
20260501,22,5,6,4957,B1,4.99,31.11
20260501,22,6,1,5286,B1,3.62,29.79
20260501,22,6,2,5198,B1,4.73,36.96
20260501,22,6,3,4023,B1,5.18,31.43
20260501,22,6,4,4684,A2,5.87,21.43
20260501,22,6,5,5018,A1,6.03,35.09
20260501,22,6,6,5258,B1,4.03,35.71
20260501,22,7,1,4773,A2,5.85,37.50
20260501,22,7,2,5276,B1,4.42,26.09
20260501,22,7,3,4236,A1,7.27,9.38
20260501,22,7,4,5382,B1,3.08,36.84
20260501,22,7,5,4932,A1,7.22,47.37
20260501,22,7,6,5438,B2,1.06,44.90
20260501,22,8,1,4363,A2,5.40,38.78
20260501,22,8,2,5092,A2,6.06,55.10
20260501,22,8,3,4256,A1,7.25,36.17
20260501,22,8,4,5212,B1,4.43,45.95
20260501,22,8,5,4234,B1,5.04,36.59
20260501,22,8,6,5409,B2,1.32,30.56
20260501,22,9,1,4522,A1,6.22,41.86
20260501,22,9,2,4885,B2,6.72,38.30
20260501,22,9,3,4079,A2,6.64,20.45
20260501,22,9,4,4588,A2,4.91,30.77
20260501,22,9,5,3747,B1,4.77,30.51
20260501,22,9,6,5338,B1,2.14,57.50
20260501,22,10,1,4640,A2,6.09,38.30
20260501,22,10,2,4958,A2,5.03,26.67
20260501,22,10,3,4684,A2,5.87,21.43
20260501,22,10,4,4957,B1,4.99,31.11
20260501,22,10,5,4899,B1,4.94,54.00
20260501,22,10,6,5192,A2,4.11,16.22
20260501,22,11,1,4848,A1,7.50,55.56
20260501,22,11,2,5158,A2,4.93,43.75
20260501,22,11,3,4679,A1,5.63,30.91
20260501,22,11,4,4773,A2,5.85,37.50
20260501,22,11,5,4424,A2,6.46,30.00
20260501,22,11,6,5274,B1,4.47,42.31
20260501,22,12,1,4236,A1,7.27,9.38
20260501,22,12,2,5018,A1,6.03,35.09
20260501,22,12,3,4122,A2,5.58,44.44
20260501,22,12,4,4555,A2,4.84,34.21
20260501,22,12,5,5081,A2,5.81,39.58
20260501,22,12,6,5092,A2,6.06,55.10
20260502,22,1,1,5351,B1,2.64,46.00
20260502,22,1,2,4932,A1,7.22,47.37
20260502,22,1,3,5192,A2,4.11,16.22
20260502,22,1,4,5284,B2,2.07,38.46
20260502,22,1,5,5268,B1,2.50,40.82
20260502,22,1,6,5244,B1,3.42,40.00
20260502,22,2,1,4023,B1,5.18,31.43
20260502,22,2,2,4363,A2,5.40,38.78
20260502,22,2,3,4588,A2,4.91,30.77
20260502,22,2,4,4487,B1,4.70,29.82
20260502,22,2,5,5144,B1,4.42,28.26
20260502,22,2,6,5438,B2,1.06,44.90
20260502,22,3,1,5198,B1,4.73,36.96
20260502,22,3,2,4899,B1,4.94,54.00
20260502,22,3,3,4892,B1,5.36,35.00
20260502,22,3,4,4236,A1,7.27,9.38
20260502,22,3,5,5158,A2,4.93,43.75
20260502,22,3,6,5392,B2,1.38,45.83
20260502,22,4,1,5277,B1,3.40,17.78
20260502,22,4,2,4522,A1,6.22,41.86
20260502,22,4,3,4640,A2,6.09,38.30
20260502,22,4,4,5258,B1,4.03,35.71
20260502,22,4,5,5274,B1,4.47,42.31
20260502,22,4,6,5382,B1,3.08,36.84
20260502,22,5,1,5212,B1,4.43,45.95
20260502,22,5,2,4424,A2,6.46,30.00
20260502,22,5,3,5268,B1,2.50,40.82
20260502,22,5,4,4958,A2,5.03,26.67
20260502,22,5,5,5409,B2,1.32,30.56
20260502,22,5,6,4079,A2,6.64,20.45
20260502,22,6,1,4957,B1,4.99,31.11
20260502,22,6,2,4679,A1,5.63,30.91
20260502,22,6,3,5338,B1,2.14,57.50
20260502,22,6,4,4023,B1,5.18,31.43
20260502,22,6,5,4256,A1,7.25,36.17
20260502,22,6,6,5284,B2,2.07,38.46
20260502,22,7,1,4684,A2,5.87,21.43
20260502,22,7,2,4487,B1,4.70,29.82
20260502,22,7,3,5244,B1,3.42,40.00
20260502,22,7,4,4848,A1,7.50,55.56
20260502,22,7,5,4555,A2,4.84,34.21
20260502,22,7,6,4892,B1,5.36,35.00
20260502,22,8,1,5018,A1,6.03,35.09
20260502,22,8,2,4588,A2,4.91,30.77
20260502,22,8,3,5158,A2,4.93,43.75
20260502,22,8,4,5351,B1,2.64,46.00
20260502,22,8,5,5276,B1,4.42,26.09
20260502,22,8,6,5308,B1,2.36,43.24
20260502,22,9,1,5192,A2,4.11,16.22
20260502,22,9,2,5144,B1,4.42,28.26
20260502,22,9,3,4885,B2,6.72,38.30
20260502,22,9,4,5277,B1,3.40,17.78
20260502,22,9,5,5198,B1,4.73,36.96
20260502,22,9,6,4773,A2,5.85,37.50
20260502,22,10,1,5081,A2,5.81,39.58
20260502,22,10,2,4122,A2,5.58,44.44
20260502,22,10,3,4424,A2,6.46,30.00
20260502,22,10,4,3747,B1,4.77,30.51
20260502,22,10,5,4679,A1,5.63,30.91
20260502,22,10,6,5286,B1,3.62,29.79
20260502,22,11,1,4932,A1,7.22,47.37
20260502,22,11,2,4079,A2,6.64,20.45
20260502,22,11,3,5092,A2,6.06,55.10
20260502,22,11,4,5338,B1,2.14,57.50
20260502,22,11,5,4640,A2,6.09,38.30
20260502,22,11,6,4234,B1,5.04,36.59
20260502,22,12,1,4256,A1,7.25,36.17
20260502,22,12,2,4848,A1,7.50,55.56
20260502,22,12,3,4958,A2,5.03,26.67
20260502,22,12,4,4363,A2,5.40,38.78
20260502,22,12,5,4236,A1,7.27,9.38
20260502,22,12,6,4522,A1,6.22,41.86
20260503,12,1,1,5325,B1,3.13,43.33
20260503,12,1,2,4384,A1,6.49,39.29
20260503,12,1,3,5289,B1,3.82,27.59
20260503,12,1,4,4042,A2,6.33,36.00
20260503,12,1,5,4760,A1,7.04,36.67
20260503,12,1,6,5467,B2,0.00,36.67
20260503,12,2,1,4508,B1,4.39,48.15
20260503,12,2,2,5381,B1,2.05,33.33
20260503,12,2,3,3556,A1,6.22,0.00
20260503,12,2,4,4489,B1,4.72,39.13
20260503,12,2,5,4044,A1,6.51,48.00
20260503,12,2,6,5450,B2,0.00,48.28
20260503,12,3,1,4538,A2,5.52,50.00
20260503,12,3,2,4377,A1,5.56,33.33
20260503,12,3,3,4826,A1,6.69,44.44
20260503,12,3,4,5004,B1,4.94,42.11
20260503,12,3,5,3415,A1,7.35,37.93
20260503,12,3,6,4572,A2,4.86,33.33
20260503,12,4,1,5302,B1,2.09,28.00
20260503,12,4,2,5267,A1,6.34,41.67
20260503,12,4,3,4788,A2,7.35,42.11
20260503,12,4,4,4908,A1,6.34,39.39
